name,vendor,link,price,description,characteristics,reviews,combined_info,category,price_log
Convertisseur de Niveau Logique Différentiel 8 Canaux 18-bits pour Raspberry Pi,AB Electronics UK,https://eu.robotshop.com//fr/products/convertisseur-niveau-logique-differentiel-8-canaux-18-bits-pour-raspberry-pi#,21.08,"le convertisseur de niveau logique 8 canaux 18 octets pour raspberry pi est un convertisseur analogique-numérique à 8 canaux 18 bits, conçu pour fonctionner avec le raspberry pi. l'adc differential pi est basé sur deux micropuces convertisseurs a/d mcp3424 contenant chacune 4 entrées analogiques.  le mcp3424 est un convertisseur a/d delta-sigma doté d'entrées différentielles à faible bruit.  l'adc differential pi est alimenté par le raspberry pi hôte via le port gpio et les broches étendues sur le connecteur gpio vous permettent de superposer l'adc differential pi avec d'autres platines d'extension. ","vdd (broche 5 v sur bus i2c) : 5,0 v toutes les entrées et sorties a/d : vss -0,4 v à vdd +0,4 v courant aux broches d'entrée : ± 2 ma tension sda/scl i2c : 5,0 v courant du port i2c : 100 ma basé sur le mcp3424 de microchip technologies inc plage d'entrée de ± 2,048 v tension de référence 2,048 v embarquée (précision : ± 0,05 %, glissement : 15 ppm/°c) amplificateur de gain programmable embarqué (pga) : gains de 1, 2, 4 ou 8 3,75 sps (18 bits) 15 sps (16 bits) 60 sps (14 bits) 240 sps (12 bits)",5.0,"description: le convertisseur de niveau logique 8 canaux 18 octets pour raspberry pi est un convertisseur analogique-numérique à 8 canaux 18 bits, conçu pour fonctionner avec le raspberry pi. l'adc differential pi est basé sur deux micropuces convertisseurs a/d mcp3424 contenant chacune 4 entrées analogiques.  le mcp3424 est un convertisseur a/d delta-sigma doté d'entrées différentielles à faible bruit.  l'adc differential pi est alimenté par le raspberry pi hôte via le port gpio et les broches étendues sur le connecteur gpio vous permettent de superposer l'adc differential pi avec d'autres platines d'extension.  | caractéristiques: vdd (broche 5 v sur bus i2c) : 5,0 v toutes les entrées et sorties a/d : vss -0,4 v à vdd +0,4 v courant aux broches d'entrée : ± 2 ma tension sda/scl i2c : 5,0 v courant du port i2c : 100 ma basé sur le mcp3424 de microchip technologies inc plage d'entrée de ± 2,048 v tension de référence 2,048 v embarquée (précision : ± 0,05 %, glissement : 15 ppm/°c) amplificateur de gain programmable embarqué (pga) : gains de 1, 2, 4 ou 8 3,75 sps (18 bits) 15 sps (16 bits) 60 sps (14 bits) 240 sps (12 bits) | prix: 3.09",,3.0946722214088944
PhidgetSpatial Precision 3/3/3 par Phidgets,Phidgets,https://eu.robotshop.com//fr/products/phidgetspatial-precision-3-3-3-par-phidgets#,115.24,"le phidgetspatial precision 3/3/3 par phidgets combine les fonctionnalités d'une boussole à 3 axes, d'un gyroscope à 3 axes et d'un accéléromètre à 3 axes dans un seul ensemble pratique. vous pouvez utiliser le canal spatial pour utiliser les trois capteurs avec les algorithmes ahrs ou imu afin d'obtenir des données de mouvement en quaternions pour un suivi spatial précis. ce phidgetspatial dispose également d'un circuit de stabilisation de la température pour réchauffer les capteurs à une température constante de 50°c afin de minimiser les effets de la température.","mesure de l'accélération maximale : ± 16 g résolution de la mesure de l'accélération : 30 μg bande passante de l'accélération : 250 hz bruit de l'accéléromètre (à 1 ms) : ± 3 mg bruit de l'accéléromètre (à 10 ms) : ± 1,5 mg bruit de l'accéléromètre (à 100 ms) : ± 200 μg dérive maximale de l'accéléromètre : 2 mg biais de l'accéléromètre (+15 à +30 °c) : 5 mg biais de l'accéléromètre (stabilisé à 50 °c) : 1 mg vitesse angulaire maximale du gyroscope : ± 2 000 °/s résolution du gyroscope : 0,004 °/s bruit du gyroscope (à 1 ms) : ± 0,2°/s bruit du gyroscope (à 10 ms) : ± 0,05°/s bruit du gyroscope (à 100 ms) : ± 0,015°/s dérive max du gyroscope : 0.1°/s biais du gyroscope (+15 à +30 °c) : 0,5°/s biais du gyroscope (stabilisé à 50 °c) : 0,05°/s champ magnétique maximum : ± 8 g résolution du magnétomètre : 1,5 mg bruit du magnétomètre (à 10 ms) : ± 10 mg bruit du magnétomètre (à 50 ms) : ± 5 mg bruit du magnétomètre (à 100 ms) : ± 2,5 mg contrôlé par : vint ou usb nom de l'objet api : accéléromètre, gyroscope, magnétomètre, spatial, temperaturesensor consommation de courant maximale : 60 ma consommation de courant maximale (chauffage activé) : 450 ma vitesse d'échantillonnage min : 1s / échantillon vitesse d'échantillonnage maximale : 1ms / échantillon tension usb min : 4,1 v dc tension usb max : 5.3 v dc vitesse usb : pleine vitesse température de fonctionnement minimale : -40 °c température de fonctionnement maximale : 85 °c",0.0,"description: le phidgetspatial precision 3/3/3 par phidgets combine les fonctionnalités d'une boussole à 3 axes, d'un gyroscope à 3 axes et d'un accéléromètre à 3 axes dans un seul ensemble pratique. vous pouvez utiliser le canal spatial pour utiliser les trois capteurs avec les algorithmes ahrs ou imu afin d'obtenir des données de mouvement en quaternions pour un suivi spatial précis. ce phidgetspatial dispose également d'un circuit de stabilisation de la température pour réchauffer les capteurs à une température constante de 50°c afin de minimiser les effets de la température. | caractéristiques: mesure de l'accélération maximale : ± 16 g résolution de la mesure de l'accélération : 30 μg bande passante de l'accélération : 250 hz bruit de l'accéléromètre (à 1 ms) : ± 3 mg bruit de l'accéléromètre (à 10 ms) : ± 1,5 mg bruit de l'accéléromètre (à 100 ms) : ± 200 μg dérive maximale de l'accéléromètre : 2 mg biais de l'accéléromètre (+15 à +30 °c) : 5 mg biais de l'accéléromètre (stabilisé à 50 °c) : 1 mg vitesse angulaire maximale du gyroscope : ± 2 000 °/s résolution du gyroscope : 0,004 °/s bruit du gyroscope (à 1 ms) : ± 0,2°/s bruit du gyroscope (à 10 ms) : ± 0,05°/s bruit du gyroscope (à 100 ms) : ± 0,015°/s dérive max du gyroscope : 0.1°/s biais du gyroscope (+15 à +30 °c) : 0,5°/s biais du gyroscope (stabilisé à 50 °c) : 0,05°/s champ magnétique maximum : ± 8 g résolution du magnétomètre : 1,5 mg bruit du magnétomètre (à 10 ms) : ± 10 mg bruit du magnétomètre (à 50 ms) : ± 5 mg bruit du magnétomètre (à 100 ms) : ± 2,5 mg contrôlé par : vint ou usb nom de l'objet api : accéléromètre, gyroscope, magnétomètre, spatial, temperaturesensor consommation de courant maximale : 60 ma consommation de courant maximale (chauffage activé) : 450 ma vitesse d'échantillonnage min : 1s / échantillon vitesse d'échantillonnage maximale : 1ms / échantillon tension usb min : 4,1 v dc tension usb max : 5.3 v dc vitesse usb : pleine vitesse température de fonctionnement minimale : -40 °c température de fonctionnement maximale : 85 °c | prix: 4.76",,4.755657019262028
Cellule de charge micro (0-5kg) - CZL611CD,Phidgets,https://eu.robotshop.com//fr/products/cellule-charge-micro-0-5kg-czl611cd#,9.45,"la cellule de charge micro (0-5kg) - czl611cd est un module de détection de force - une structure métallique soigneusement conçue, avec de petits éléments appelés jauges de contrainte montés à des endroits précis sur la structure. les cellules de charge sont conçues pour mesurer une force spécifique et ignorer les autres forces appliquées. cette cellule de charge à point unique est utilisée dans les petites balances à bijoux et les balances de cuisine. il est monté en boulonnant l'extrémité de la cellule de charge où les fils sont attachés et en appliquant une force sur l'autre extrémité dans le sens de la flèche.","contrôlé par : entrée de pont type de capteur : cellule de charge de cisaillement capacité de poids maximale : 5 kg surcharge maximale : 6 kg fluage : 50 g/h balance zéro : ± 500 g erreur de répétabilité des cellules max : ± 2,5 g cellule non linéarité max : 2,5 g cellule hystérésis max : 2,5 g effet de la température sur l'étendue : 250 mg/°c effet de la température sur zéro : 250 mg/°c sortie nominale : 1 mv/v erreur de sortie nominale max : ± 100 μv/v impédance de sortie : 1 kω tension d'alimentation maximale : 10 v cc température de fonctionnement min : -10 °c température de fonctionnement maximale : 40 °c matériel: alliage d'aluminium taille du filetage : m4",0.0,"description: la cellule de charge micro (0-5kg) - czl611cd est un module de détection de force - une structure métallique soigneusement conçue, avec de petits éléments appelés jauges de contrainte montés à des endroits précis sur la structure. les cellules de charge sont conçues pour mesurer une force spécifique et ignorer les autres forces appliquées. cette cellule de charge à point unique est utilisée dans les petites balances à bijoux et les balances de cuisine. il est monté en boulonnant l'extrémité de la cellule de charge où les fils sont attachés et en appliquant une force sur l'autre extrémité dans le sens de la flèche. | caractéristiques: contrôlé par : entrée de pont type de capteur : cellule de charge de cisaillement capacité de poids maximale : 5 kg surcharge maximale : 6 kg fluage : 50 g/h balance zéro : ± 500 g erreur de répétabilité des cellules max : ± 2,5 g cellule non linéarité max : 2,5 g cellule hystérésis max : 2,5 g effet de la température sur l'étendue : 250 mg/°c effet de la température sur zéro : 250 mg/°c sortie nominale : 1 mv/v erreur de sortie nominale max : ± 100 μv/v impédance de sortie : 1 kω tension d'alimentation maximale : 10 v cc température de fonctionnement min : -10 °c température de fonctionnement maximale : 40 °c matériel: alliage d'aluminium taille du filetage : m4 | prix: 2.35",,2.34660197841082
Adeept Kit Char d'Assault Intelligent WiFi RaspTank pour Raspberry Pi,Adeept,https://eu.robotshop.com//fr/products/adeept-kit-char-assault-intelligent-wifi-rasptank-pour-raspberry-pi#,97.94,"l' adeept kit char d'assault intelligent wifi rasptank pour raspberry pi est une plate-forme de robot mobile sur chenilles basée sur raspberry pi, il est équipé d'un bras robotique 4-dof qui peut saisir de petits objets. rasptank est conçu pour les débutants et les professionnels pour apprendre l'ia, la robotique, la programmation et l'électronique. un manuel pdf de 73 pages avec des illustrations vous apprend à assembler votre robot raspberry pi étape par étape; un code python facile à comprendre est fourni, avec un programme gui beau et pratique (compatible avec les systèmes d'exploitation windows et linux).  caractéristiques remarque: alimenté par des batteries 2x18650 (non incluses)",non specifié,3.91,"description: l' adeept kit char d'assault intelligent wifi rasptank pour raspberry pi est une plate-forme de robot mobile sur chenilles basée sur raspberry pi, il est équipé d'un bras robotique 4-dof qui peut saisir de petits objets. rasptank est conçu pour les débutants et les professionnels pour apprendre l'ia, la robotique, la programmation et l'électronique. un manuel pdf de 73 pages avec des illustrations vous apprend à assembler votre robot raspberry pi étape par étape; un code python facile à comprendre est fourni, avec un programme gui beau et pratique (compatible avec les systèmes d'exploitation windows et linux).  caractéristiques remarque: alimenté par des batteries 2x18650 (non incluses) | caractéristiques: non specifié | prix: 4.59",,4.594513605799563
Moteur Geekservo 2kg - Compatible avec Lego,ELECFreaks,https://eu.robotshop.com//fr/products/moteur-geekservo-2kg-compatible-lego#,8.64,le moteur geekservo 2kg - compatible w/lego propose des essieux à double sortie à 360 degrés. il convient aux projets moyens ou grands et fournit une vitesse de rotation maximale de 90 tr/min (3v).,"vitesse de rotation maximale : 90 tr/min (3 v) tension de fonctionnement : 3,3 - 5 v tension nominale : 3 v courant nominal : 65 ma courant du rotor verrouillé : 700 ma couple max : 500 g.cm",0.0,"description: le moteur geekservo 2kg - compatible w/lego propose des essieux à double sortie à 360 degrés. il convient aux projets moyens ou grands et fournit une vitesse de rotation maximale de 90 tr/min (3v). | caractéristiques: vitesse de rotation maximale : 90 tr/min (3 v) tension de fonctionnement : 3,3 - 5 v tension nominale : 3 v courant nominal : 65 ma courant du rotor verrouillé : 700 ma couple max : 500 g.cm | prix: 2.27",moteur,2.265921108622454
Module de Caméra Arducam 2MP STARVIS IMX462 Ultra Low Light pour Raspberry Pi,ArduCAM,https://eu.robotshop.com//fr/products/module-camera-arducam-2mp-starvis-imx462-ultra-low-light-pour-raspberry-pi#,71.2,"le module de caméra arducam 2mp starvis imx462 ultra low light pour raspberry pi est un nouveau membre de la série arducam pivariety. il adopte le capteur starvis 1/2,8 pouces 2mp imx462, assemblé avec un objectif m16 à grande ouverture, afin d'obtenir une qualité d'image beaucoup plus décente que les caméras officielles dans des conditions de faible luminosité.","capteur d'image : 2 mp imx462 résolution : 1920 x 1080 (h x v) spécifications de l'objectif : monture d'objectif m16 | distance focale de 4 mm±5% | f/0.95±5% | champ de vision horizontal de 92 degrés (hfov) illumination minimale : 0,01 lux fréquence d'images : réglable, 5-60 ips à 1080p format de sortie du capteur : raw10 format de sortie isp : le format d'image de sortie jpg, yuv420, raw, dng | le format vidéo de sortie de mjpeg, h.264 type d'interface : mipi à 2 voies",0.0,"description: le module de caméra arducam 2mp starvis imx462 ultra low light pour raspberry pi est un nouveau membre de la série arducam pivariety. il adopte le capteur starvis 1/2,8 pouces 2mp imx462, assemblé avec un objectif m16 à grande ouverture, afin d'obtenir une qualité d'image beaucoup plus décente que les caméras officielles dans des conditions de faible luminosité. | caractéristiques: capteur d'image : 2 mp imx462 résolution : 1920 x 1080 (h x v) spécifications de l'objectif : monture d'objectif m16 | distance focale de 4 mm±5% | f/0.95±5% | champ de vision horizontal de 92 degrés (hfov) illumination minimale : 0,01 lux fréquence d'images : réglable, 5-60 ips à 1080p format de sortie du capteur : raw10 format de sortie isp : le format d'image de sortie jpg, yuv420, raw, dng | le format vidéo de sortie de mjpeg, h.264 type d'interface : mipi à 2 voies | prix: 4.28",,4.279440045898781
ZimaBlade 7700 Serveur Monocarte pour Cyber Native,IceWhale Technology Limited,https://eu.robotshop.com//fr/products/zimablade-7700-serveur-monocarte-pour-cyber-native#,110.63,"le zimablade 7700 serveur monocarte pour cyber native est un serveur personnel x86 conçu pour l'exécution et le contrôle locaux de tout, du partage de fichiers et de la lecture de médias à la gestion des clés et à la transmission cryptée p2p. la connectivité ethernet gigabit assure un accès réseau ininterrompu, tandis que les slots pcie, les ports sata et les ports usb offrent d'innombrables options d'expansion. un boîtier personnalisé robuste protège tout et donne un aspect formidable.","cpu:
	
option quad-core (7700): intel celeron avec une vitesse turbo de 2,4 ghz
instructions nouvelles aes intel
technologie de virtualisation intel (vt-x)
technologie de virtualisation pour e/s dirigées intel (vt-d)

 option quad-core (7700): intel celeron avec une vitesse turbo de 2,4 ghz instructions nouvelles aes intel technologie de virtualisation intel (vt-x) technologie de virtualisation pour e/s dirigées intel (vt-d) mémoire: slot sodimm, compatible avec 16 gb de ram ddr3l stockage: 32 gb emmc intégré réseau: 1x ethernet gigabit 10/100/1000 mbps affichage:
	
1x minidp 4k à 60 hz
1x interface edp de carte à carte

 1x minidp 4k à 60 hz 1x interface edp de carte à carte graphiques:
	
jusqu'à 700 mhz
intel quick sync video
technologie clear video hd intel
technologie clear video intel

 jusqu'à 700 mhz intel quick sync video technologie clear video hd intel technologie clear video intel pcie: 1x pcie 2.0, quatre voies usb:
	
1x usb type-c (données + alimentation + affichage)
1x usb 3.0
2x usb 2.0

 1x usb type-c (données + alimentation + affichage) 1x usb 3.0 2x usb 2.0 sata: 2x sata 3.0 alimentation: adaptateur d'alimentation usb type-c de 36 w thermique: 6 w tdp avec refroidissement passif boîtier: polycarbonate moulé par injection personnalisé (opaque et transparent), dissipateur thermique en alliage d'aluminium, et quatre pieds en silicone noir logiciel: casaos basé sur debian pré-installé avec une expérience docker simplifiée. entièrement compatible avec windows, ubuntu, debian, raspberry pi os, centos, openwrt, pfsense, android, libreelec, et plus encore.",0.0,"description: le zimablade 7700 serveur monocarte pour cyber native est un serveur personnel x86 conçu pour l'exécution et le contrôle locaux de tout, du partage de fichiers et de la lecture de médias à la gestion des clés et à la transmission cryptée p2p. la connectivité ethernet gigabit assure un accès réseau ininterrompu, tandis que les slots pcie, les ports sata et les ports usb offrent d'innombrables options d'expansion. un boîtier personnalisé robuste protège tout et donne un aspect formidable. | caractéristiques: cpu:
	
option quad-core (7700): intel celeron avec une vitesse turbo de 2,4 ghz
instructions nouvelles aes intel
technologie de virtualisation intel (vt-x)
technologie de virtualisation pour e/s dirigées intel (vt-d)

 option quad-core (7700): intel celeron avec une vitesse turbo de 2,4 ghz instructions nouvelles aes intel technologie de virtualisation intel (vt-x) technologie de virtualisation pour e/s dirigées intel (vt-d) mémoire: slot sodimm, compatible avec 16 gb de ram ddr3l stockage: 32 gb emmc intégré réseau: 1x ethernet gigabit 10/100/1000 mbps affichage:
	
1x minidp 4k à 60 hz
1x interface edp de carte à carte

 1x minidp 4k à 60 hz 1x interface edp de carte à carte graphiques:
	
jusqu'à 700 mhz
intel quick sync video
technologie clear video hd intel
technologie clear video intel

 jusqu'à 700 mhz intel quick sync video technologie clear video hd intel technologie clear video intel pcie: 1x pcie 2.0, quatre voies usb:
	
1x usb type-c (données + alimentation + affichage)
1x usb 3.0
2x usb 2.0

 1x usb type-c (données + alimentation + affichage) 1x usb 3.0 2x usb 2.0 sata: 2x sata 3.0 alimentation: adaptateur d'alimentation usb type-c de 36 w thermique: 6 w tdp avec refroidissement passif boîtier: polycarbonate moulé par injection personnalisé (opaque et transparent), dissipateur thermique en alliage d'aluminium, et quatre pieds en silicone noir logiciel: casaos basé sur debian pré-installé avec une expérience docker simplifiée. entièrement compatible avec windows, ubuntu, debian, raspberry pi os, centos, openwrt, pfsense, android, libreelec, et plus encore. | prix: 4.72",,4.715189831026641
Kit Ethernet pour Teensy 4.1,PJRC,https://eu.robotshop.com//fr/products/kit-ethernet-pour-teensy-41#,4.49,"le kit ethernet pour teensy 4.1 comprend un ethernet magjack, une carte de circuit imprimé nue, un ensemble de câble ruban, 2 broches d'en-tête et un condensateur. une soudure de bricolage est nécessaire. ce kit contient toutes les pièces nécessaires pour se connecter au port ethernet sur teensy 4.1.",norme : ieee 802.3 ocl : 350 µh minimum courant de polarisation : 8 ma convient pour les câbles fast ethernet cat 5 et 6 ou mieux utp isolation minimale de 1500 vrms selon les exigences ieee 802.3,0.0,"description: le kit ethernet pour teensy 4.1 comprend un ethernet magjack, une carte de circuit imprimé nue, un ensemble de câble ruban, 2 broches d'en-tête et un condensateur. une soudure de bricolage est nécessaire. ce kit contient toutes les pièces nécessaires pour se connecter au port ethernet sur teensy 4.1. | caractéristiques: norme : ieee 802.3 ocl : 350 µh minimum courant de polarisation : 8 ma convient pour les câbles fast ethernet cat 5 et 6 ou mieux utp isolation minimale de 1500 vrms selon les exigences ieee 802.3 | prix: 1.7",,1.7029282555214393
Lynxmotion SES-V2 LSS Carte de distribution série et alimentation (LSS-ADA),Lynxmotion,https://eu.robotshop.com//fr/products/lynxmotion-ses-v2-lss-carte-distribution-serie-alimentation-lss-ada#,50.64,"la lynxmotion ses-v2 lss carte de distribution série et alimentation (lss-ada) est une carte électronique qui permet une connexion et un contrôle faciles des servos intelligents lynxmotion. la carte comprend une variété de caractéristiques et de fonctions en tant que carte de distribution d'alimentation centrale via six connecteurs lss. l'adaptateur lss est idéalement conçu pour être alimenté par une batterie lipo via le connecteur xt60 mâle intégré, ou avec un adaptateur mural équipé d'un connecteur xt60 femelle. la carte adaptateur est compatible avec le blindage arduino en utilisant des en-têtes d'empilage et offre usb, arduino ou xbee comme méthode de contrôle. il offre une compatibilité avec les trous de montage raspberry pi b + / a + / 3 ainsi qu'un connecteur xt60 pour l'entrée d'alimentation et la sélection automatique de l'alimentation logique (usb / externe). caractéristiques","courant continu par connecteur: 3 a (max) usb vers série intégré (puce de port com virtuel ftdi) régulateur 5 v intégré régulateur 3,3 v intégré connecteur usb type-c diamètre du trou de montage: 3,1 mm",0.0,"description: la lynxmotion ses-v2 lss carte de distribution série et alimentation (lss-ada) est une carte électronique qui permet une connexion et un contrôle faciles des servos intelligents lynxmotion. la carte comprend une variété de caractéristiques et de fonctions en tant que carte de distribution d'alimentation centrale via six connecteurs lss. l'adaptateur lss est idéalement conçu pour être alimenté par une batterie lipo via le connecteur xt60 mâle intégré, ou avec un adaptateur mural équipé d'un connecteur xt60 femelle. la carte adaptateur est compatible avec le blindage arduino en utilisant des en-têtes d'empilage et offre usb, arduino ou xbee comme méthode de contrôle. il offre une compatibilité avec les trous de montage raspberry pi b + / a + / 3 ainsi qu'un connecteur xt60 pour l'entrée d'alimentation et la sélection automatique de l'alimentation logique (usb / externe). caractéristiques | caractéristiques: courant continu par connecteur: 3 a (max) usb vers série intégré (puce de port com virtuel ftdi) régulateur 5 v intégré régulateur 3,3 v intégré connecteur usb type-c diamètre du trou de montage: 3,1 mm | prix: 3.94",,3.944296565978442
Contrôleur de Moteur Pas-à-Pas USB Multi-Interface Tic T500 Pololu,Pololu,https://eu.robotshop.com//fr/products/controleur-moteur-pas-a-pas-usb-multi-interface-tic-t500-pololu#,36.82,"le contrôleur de moteur pas-à-pas usb multi-interface tic t500 pololu simplifie le contrôle de base d'un moteur pas-à-pas, avec une configuration rapide via usb à l'aide du logiciel gratuit. le contrôleur prend en charge six interfaces de contrôle: usb, série ttl, i2c, tension analogique (potentiomètre), encodeur en quadrature et contrôle de radio amateur (rc).  cette version intègre un pilote mps mp6500 et des embases mâles et des borniers sont inclus mais non soudés. il peut fonctionner de 4,5 v à 35 v et peut fournir jusqu'à 1,5 a par phase sans radiateur ni flux d'air forcé (ou 2,5 a max avec un refroidissement supplémentaire suffisant).","interface de contrôle: usb; série ttl non inversée; i²c; impulsions d'asservissement rc; tension analogique; encodeur en quadrature tension de fonctionnement minimale: 4,5 v tension de fonctionnement maximale: 35 v courant continu par phase: 1,5 a courant maximum par phase: 2,5 a taux de pas maximum: 50000 pps résolutions microstep: plein, 1/2, 1/4 et 1/8 protection contre la tension inverse codes de développement pcb: tic03a autres marques de pcb: 0j11038",0.0,"description: le contrôleur de moteur pas-à-pas usb multi-interface tic t500 pololu simplifie le contrôle de base d'un moteur pas-à-pas, avec une configuration rapide via usb à l'aide du logiciel gratuit. le contrôleur prend en charge six interfaces de contrôle: usb, série ttl, i2c, tension analogique (potentiomètre), encodeur en quadrature et contrôle de radio amateur (rc).  cette version intègre un pilote mps mp6500 et des embases mâles et des borniers sont inclus mais non soudés. il peut fonctionner de 4,5 v à 35 v et peut fournir jusqu'à 1,5 a par phase sans radiateur ni flux d'air forcé (ou 2,5 a max avec un refroidissement supplémentaire suffisant). | caractéristiques: interface de contrôle: usb; série ttl non inversée; i²c; impulsions d'asservissement rc; tension analogique; encodeur en quadrature tension de fonctionnement minimale: 4,5 v tension de fonctionnement maximale: 35 v courant continu par phase: 1,5 a courant maximum par phase: 2,5 a taux de pas maximum: 50000 pps résolutions microstep: plein, 1/2, 1/4 et 1/8 protection contre la tension inverse codes de développement pcb: tic03a autres marques de pcb: 0j11038 | prix: 3.63",contrôleur,3.6328380632303117
Cellule de Force Micro 100g,Phidgets,https://eu.robotshop.com//fr/products/cellule-force-micro-100g#,8.53,"la cellule de charge à bouton de 100g est un module de détection de force. elle se présente sous la forme d'une structure métallique soigneusement conçue, avec de petits éléments appelés ""extensomètres"" montés dans des endroits précis de la structure.",non specifié,5.0,"description: la cellule de charge à bouton de 100g est un module de détection de force. elle se présente sous la forme d'une structure métallique soigneusement conçue, avec de petits éléments appelés ""extensomètres"" montés dans des endroits précis de la structure. | caractéristiques: non specifié | prix: 2.25",,2.254444717666111
Carbide 3D Shapeoko BitZero V2,Carbide 3D,https://eu.robotshop.com//fr/products/carbide-3d-shapeoko-bitzero-v2#,148.16,"le carbide 3d shapeoko bitzero v2 est la mise à jour de notre bitzero original. bitzero v2 continue d'utiliser notre conception de sonde active pour vous assurer que tout fonctionne bien et pour déclencher le plus rapidement possible pour protéger vos outils.  bitzero v2 utilise une base en plastique pour l'isoler de la pièce à travailler, il est donc désormais possible de sonder les matériaux conducteurs. comprend une goupille de référence 1/4 ""pour éliminer les cannelures d'outils comme source de problèmes de précision.",non specifié,5.0,"description: le carbide 3d shapeoko bitzero v2 est la mise à jour de notre bitzero original. bitzero v2 continue d'utiliser notre conception de sonde active pour vous assurer que tout fonctionne bien et pour déclencher le plus rapidement possible pour protéger vos outils.  bitzero v2 utilise une base en plastique pour l'isoler de la pièce à travailler, il est donc désormais possible de sonder les matériaux conducteurs. comprend une goupille de référence 1/4 ""pour éliminer les cannelures d'outils comme source de problèmes de précision. | caractéristiques: non specifié | prix: 5.01",,5.00501955531062
"Contrôleur de Moteur Simple 40A, 10-45V Cytron",Cytron,https://eu.robotshop.com//fr/products/controleur-moteur-simple-40a-10-45v-cytron#,89.02,"le contrôleur de moteur simple 40a, 10-45v cytron est conçu pour commander un moteur à moteur cc à brosses, pour des moteurs de moyenne à haute puissance avec la capacité de courant pouvant atteindre des pointes jusqu’à 80 a et se situé à 40 a en continu.  les modules mosfet sont commutés à 16 khz pour assurer un fonctionnement silencieux et ne pas déranger avec un son gémissant. par ailleurs, il est également équipé d’une unité de microcontrôleur qui offre des fonctions intelligentes telles qu’avoir plusieurs modes d’entrées, une limitation du courant et une protection thermique.  caractéristiques :",non specifié,0.0,"description: le contrôleur de moteur simple 40a, 10-45v cytron est conçu pour commander un moteur à moteur cc à brosses, pour des moteurs de moyenne à haute puissance avec la capacité de courant pouvant atteindre des pointes jusqu’à 80 a et se situé à 40 a en continu.  les modules mosfet sont commutés à 16 khz pour assurer un fonctionnement silencieux et ne pas déranger avec un son gémissant. par ailleurs, il est également équipé d’une unité de microcontrôleur qui offre des fonctions intelligentes telles qu’avoir plusieurs modes d’entrées, une limitation du courant et une protection thermique.  caractéristiques : | caractéristiques: non specifié | prix: 4.5",contrôleur,4.500031867864786
Mini module de caméra haute qualité Arducam 12MP 477P pour Raspberry Pi,ArduCAM,https://eu.robotshop.com//fr/products/mini-module-camera-haute-qualite-arducam-12mp-477p-pour-raspberry-pi#,86.42,"le mini module de caméra haute qualité arducam 12mp 477p pour raspberry pi a la même taille de carte de caméra et les mêmes trous de montage que le module de caméra raspberry pi v2, donc aucune modification matérielle majeure n'est nécessaire pour abandonner votre imx219 8mp et adopter arducam. les applications 477p à espace et poids limités, telles que les drones, bénéficient également de cette caméra, car elle conserve les mêmes performances d'imageur et les mêmes commandes de contrôle que la caméra officielle de haute qualité raspberry pi tout en offrant une taille beaucoup plus petite et un poids plus léger, comme ainsi que des objectifs m12 interchangeables. remarque : le kit d'objectif m12 pour le module de caméra 477p hq, veuillez vérifier lk003, 6 objectifs sont inclus.","type de capteur : 477p résolution : 4056 x 3040 (h x v) 12,3 mp filtre couleur : 650 nm modes vidéo sur raspberry pi : 1080p30, 720p60 et 640 x 480p60/90 type d'interface : mipi à 2 voies numéro de pièce : ln053 courant de crête : 300 ma format d'image : jpeg (accéléré), jpeg + raw, gif, bmp, png, yuv420, rgb888 formats vidéo : h.264 brut (accéléré) f.no : 2,8 champ de vision : 75° (h) faible distorsion : oui monture : m12 interchangeable : oui",0.0,"description: le mini module de caméra haute qualité arducam 12mp 477p pour raspberry pi a la même taille de carte de caméra et les mêmes trous de montage que le module de caméra raspberry pi v2, donc aucune modification matérielle majeure n'est nécessaire pour abandonner votre imx219 8mp et adopter arducam. les applications 477p à espace et poids limités, telles que les drones, bénéficient également de cette caméra, car elle conserve les mêmes performances d'imageur et les mêmes commandes de contrôle que la caméra officielle de haute qualité raspberry pi tout en offrant une taille beaucoup plus petite et un poids plus léger, comme ainsi que des objectifs m12 interchangeables. remarque : le kit d'objectif m12 pour le module de caméra 477p hq, veuillez vérifier lk003, 6 objectifs sont inclus. | caractéristiques: type de capteur : 477p résolution : 4056 x 3040 (h x v) 12,3 mp filtre couleur : 650 nm modes vidéo sur raspberry pi : 1080p30, 720p60 et 640 x 480p60/90 type d'interface : mipi à 2 voies numéro de pièce : ln053 courant de crête : 300 ma format d'image : jpeg (accéléré), jpeg + raw, gif, bmp, png, yuv420, rgb888 formats vidéo : h.264 brut (accéléré) f.no : 2,8 champ de vision : 75° (h) faible distorsion : oui monture : m12 interchangeable : oui | prix: 4.47",,4.470724089435168
